total_weight_gr,Total Diskon,num_product_categories,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,discount_ratio,shipping_ratio,is_cod,has_shipping_discount,order_year,order_month,product_categories,Opsi Pengiriman,Metode Pembayaran,Kota/Kabupaten,Provinsi,net_qty,demand_level,label
100,0,1,0,3500,12500,3500,0.0,0.28,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUKABUMI,JAWA BARAT,1,Low Demand,0
1400,0,1,0,8000,22606,8000,0.0,0.35388834822613463,0,1,2025,9,Keranjang,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. PURWOREJO,JAWA TENGAH,2,Medium Demand,1
500,0,1,0,3500,23000,3500,0.0,0.15217391304347827,0,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,SPayLater,KOTA TANGERANG,BANTEN,1,Low Demand,0
10000,0,1,0,23500,204772,23500,0.0,0.11476178383763405,0,1,2025,9,Nampan / Tray,Hemat Kargo-JNE Trucking (JTR),Online Payment,KAB. TANGERANG,BANTEN,2,Medium Demand,1
10000,0,1,2000,20000,102678,22000,0.0,0.21426206198017103,0,1,2025,9,Nampan / Tray,Instant (Versi Lama)-SPX Instant (Versi Lama),Online Payment,KAB. TANGERANG,BANTEN,10,High Demand,2
30,0,1,0,8900,6900,8900,0.0,1.289855072463768,0,1,2025,9,Aksesoris Pintu,SPX Hemat,Saldo ShopeePay,KAB. SLEMAN,DI YOGYAKARTA,1,Low Demand,0
500,0,1,16500,15000,33400,31500,0.0,0.9431137724550899,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA MAKASSAR,SULAWESI SELATAN,1,Low Demand,0
360,0,1,0,3500,18500,3500,0.0,0.1891891891891892,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDUNG,JAWA BARAT,2,Medium Demand,1
100,0,1,0,3500,12000,3500,0.0,0.2916666666666667,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDUNG,JAWA BARAT,1,Low Demand,0
200,0,1,0,3500,23000,3500,0.0,0.15217391304347827,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,SPayLater,KOTA TANGERANG SELATAN,BANTEN,2,Medium Demand,1
1200,0,1,0,3500,42500,3500,0.0,0.08235294117647059,1,1,2025,9,Toples / Sealware,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG BARAT,JAWA BARAT,1,Low Demand,0
500,0,1,0,3500,14675,3500,0.0,0.23850085178875638,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
2000,0,1,0,3500,39900,3500,0.0,0.08771929824561403,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. INDRAMAYU,JAWA BARAT,2,Medium Demand,1
2000,0,1,0,17900,35800,17900,0.0,0.5,1,1,2025,9,Celengan,SPX Hemat,COD (Bayar di Tempat),KAB. BENGKULU SELATAN,BENGKULU,2,Medium Demand,1
12000,14400,1,3500,55000,105345,58500,0.13669372063220847,0.5553182400683468,0,1,2025,9,Nampan / Tray,Hemat Kargo-J&T Cargo,Saldo ShopeePay,KAB. BANDUNG,JAWA BARAT,12,High Demand,2
80,0,1,0,3500,9000,3500,0.0,0.3888888888888889,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
500,0,1,22500,0,42000,22500,0.0,0.5357142857142857,0,0,2025,9,Celengan,Same Day-SPX Sameday,Online Payment,KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
500,0,1,0,3500,23000,3500,0.0,0.15217391304347827,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BOGOR,JAWA BARAT,1,Low Demand,0
700,0,1,0,20000,37500,20000,0.0,0.5333333333333333,1,1,2025,9,Rak / Rak Serbaguna,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAMBI,JAMBI,1,Low Demand,0
1800,0,1,0,3500,40500,3500,0.0,0.08641975308641975,0,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KAB. CIAMIS,JAWA BARAT,2,Medium Demand,1
2000,0,1,0,3500,39425,3500,0.0,0.08877615726062144,0,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA TIMUR,DKI JAKARTA,2,Medium Demand,1
80,0,1,0,3500,9000,3500,0.0,0.3888888888888889,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TANGERANG,BANTEN,1,Low Demand,0
500,0,1,0,5000,19000,5000,0.0,0.2631578947368421,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TEGAL,JAWA TENGAH,1,Low Demand,0
80,0,1,0,5000,5525,5000,0.0,0.9049773755656109,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KOTA SURABAYA,JAWA TIMUR,1,Low Demand,0
600,0,1,0,3500,33000,3500,0.0,0.10606060606060606,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TANGERANG,BANTEN,2,Medium Demand,1
80,0,1,0,5100,7500,5100,0.0,0.68,0,1,2025,9,Aksesoris Pintu,SPX Standard,Online Payment,KAB. TANGERANG,BANTEN,1,Low Demand,0
4500,0,1,0,8500,52700,8500,0.0,0.16129032258064516,0,1,2025,9,Celengan,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA TANGERANG SELATAN,BANTEN,3,Medium Demand,1
200,0,1,0,3500,14500,3500,0.0,0.2413793103448276,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUKABUMI,JAWA BARAT,1,Low Demand,0
400,0,1,0,5000,15000,5000,0.0,0.3333333333333333,1,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KULON PROGO,DI YOGYAKARTA,2,Medium Demand,1
12000,0,1,21000,50000,1352900,71000,0.0,0.0524798580826373,0,1,2025,9,Seal / Baut / Roof,Instant (Versi Lama)-SPX Instant (Versi Lama),Saldo ShopeePay,KAB. TANGERANG,BANTEN,1,Low Demand,0
200,0,1,0,3500,17000,3500,0.0,0.20588235294117646,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
2000,0,1,0,6500,22000,6500,0.0,0.29545454545454547,1,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,2,Medium Demand,1
30,0,1,0,3500,7000,3500,0.0,0.5,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BOGOR,JAWA BARAT,1,Low Demand,0
80,0,1,0,3500,8500,3500,0.0,0.4117647058823529,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,1,Low Demand,0
2000,0,1,3500,0,41218,3500,0.0,0.08491435780484255,0,0,2025,9,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KAB. TANGERANG,BANTEN,2,Medium Demand,1
80,0,1,0,3500,8500,3500,0.0,0.4117647058823529,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,SPayLater,KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
2000,0,1,0,3500,40000,3500,0.0,0.0875,0,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,SPayLater,KOTA JAKARTA UTARA,DKI JAKARTA,2,Medium Demand,1
80,0,1,0,3500,9000,3500,0.0,0.3888888888888889,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
800,0,1,0,3500,33000,3500,0.0,0.10606060606060606,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG,JAWA BARAT,2,Medium Demand,1
2000,0,1,0,6500,22000,6500,0.0,0.29545454545454547,1,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUBANG,JAWA BARAT,2,Medium Demand,1
200,0,1,0,5000,17500,5000,0.0,0.2857142857142857,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SAMPANG,JAWA TIMUR,1,Low Demand,0
4000,0,1,0,15000,358750,15000,0.0,0.041811846689895474,0,1,2025,9,Seal / Baut / Roof,Hemat Kargo-SPX Hemat,Online Payment,KAB. PATI,JAWA TENGAH,1,Low Demand,0
600,0,1,0,37400,32000,37400,0.0,1.16875,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. ROKAN HULU,RIAU,2,Medium Demand,1
5000,0,1,3500,10000,55145,13500,0.0,0.24480913954120953,0,1,2025,9,Nampan / Tray,Hemat Kargo-J&T Cargo,Saldo ShopeePay,KOTA TANGERANG,BANTEN,5,High Demand,2
6020,0,2,3500,10000,39500,13500,0.0,0.34177215189873417,1,1,2025,9,"Nampan / Tray, Perlengkapan Packing",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUKABUMI,JAWA BARAT,4,High Demand,2
500,0,1,0,3500,19000,3500,0.0,0.18421052631578946,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
120,0,1,0,3500,12000,3500,0.0,0.2916666666666667,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA BARAT,DKI JAKARTA,2,Medium Demand,1
300,0,1,0,3500,17000,3500,0.0,0.20588235294117646,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
400,0,1,10500,30000,43500,40500,0.0,0.9310344827586207,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA MANADO,SULAWESI UTARA,2,Medium Demand,1
400,0,1,0,5000,22899,5000,0.0,0.218350146294598,0,1,2025,9,Botol / Gelas / Mug,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA SEMARANG,JAWA TENGAH,4,High Demand,2
2000,0,1,8000,0,28012,8000,0.0,0.285591889190347,0,0,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,Online Payment,KAB. BANYUMAS,JAWA TENGAH,2,Medium Demand,1
16820,0,2,55146,50000,90791,105146,0.0,1.1581103853906225,0,1,2025,9,"Perlengkapan Packing, Tempat Nasi",J&T Cargo,Saldo ShopeePay,KAB. MANDAILING NATAL,SUMATERA UTARA,4,High Demand,2
100,0,1,0,3500,12000,3500,0.0,0.2916666666666667,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG,JAWA BARAT,1,Low Demand,0
1050,0,1,5000,15000,67500,20000,0.0,0.2962962962962963,0,1,2025,9,Peralatan Makan,Instant (Versi Lama)-SPX Instant (Versi Lama),Online Payment,KOTA JAKARTA BARAT,DKI JAKARTA,3,Medium Demand,1
80,0,1,0,3500,8445,3500,0.0,0.4144464179988159,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
80,0,1,0,3500,8400,3500,0.0,0.4166666666666667,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
2600,0,1,0,38700,210000,38700,0.0,0.18428571428571427,1,1,2025,9,Other,SPX Hemat,COD (Bayar di Tempat),KAB. MUARA ENIM,SUMATERA SELATAN,1,Low Demand,0
500,0,1,0,5000,18900,5000,0.0,0.26455026455026454,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MALANG,JAWA TIMUR,1,Low Demand,0
100,0,1,0,3500,9181,3500,0.0,0.38122208909704824,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,Online Payment,KOTA DEPOK,JAWA BARAT,1,Low Demand,0
500,0,1,0,3500,18900,3500,0.0,0.18518518518518517,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SERANG,BANTEN,1,Low Demand,0
2000,0,1,0,6500,22000,6500,0.0,0.29545454545454547,1,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LEBAK,BANTEN,2,Medium Demand,1
200,0,1,0,12900,17500,12900,0.0,0.7371428571428571,1,1,2025,9,Mangkok Sambal / Saus,SPX Hemat,COD (Bayar di Tempat),KAB. INDRAGIRI HILIR,RIAU,1,Low Demand,0
2000,0,1,0,10000,12900,10000,0.0,0.7751937984496124,0,1,2025,9,Nampan / Tray,Reguler (Cashless)-JNE Reguler,Saldo ShopeePay,KAB. MALANG,JAWA TIMUR,2,Medium Demand,1
600,0,1,0,17000,21000,17000,0.0,0.8095238095238095,1,1,2025,9,Teko / Jug,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. DELI SERDANG,SUMATERA UTARA,2,Medium Demand,1
400,0,1,0,37300,33000,37300,0.0,1.1303030303030304,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. PADANG LAWAS,SUMATERA UTARA,2,Medium Demand,1
500,0,1,0,3500,18545,3500,0.0,0.18873011593421407,0,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA BANDUNG,JAWA BARAT,1,Low Demand,0
300,0,1,14500,20000,32000,34500,0.0,1.078125,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LAMPUNG UTARA,LAMPUNG,1,Low Demand,0
400,0,1,0,37500,33000,37500,0.0,1.1363636363636365,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KUANTAN SINGINGI,RIAU,2,Medium Demand,1
200,0,1,0,3500,16900,3500,0.0,0.20710059171597633,0,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
400,0,1,0,8000,27733,8000,0.0,0.2884650055890095,1,1,2025,9,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BANYUWANGI,JAWA TIMUR,2,Medium Demand,1
2000,0,1,0,13000,18000,13000,0.0,0.7222222222222222,1,1,2025,9,Nampan / Tray,SPX Standard,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,2,Medium Demand,1
400,0,1,0,3500,33000,3500,0.0,0.10606060606060606,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MAJALENGKA,JAWA BARAT,2,Medium Demand,1
500,0,1,0,3500,18900,3500,0.0,0.18518518518518517,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDUNG,JAWA BARAT,1,Low Demand,0
2000,0,1,0,6500,22000,6500,0.0,0.29545454545454547,1,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,2,Medium Demand,1
500,0,1,0,3500,19000,3500,0.0,0.18421052631578946,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
200,0,1,0,3500,17500,3500,0.0,0.2,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA CILEGON,BANTEN,1,Low Demand,0
300,0,1,0,0,0,40000,0.0,0.0,0,0,2025,9,Stempel / Alat Kantor,Reguler (Cashless)-JNE Reguler,Saldo ShopeePay,KOTA PALANGKA RAYA,KALIMANTAN TENGAH,0,Low Demand,0
4500,0,1,2400,50000,59300,52400,0.0,0.8836424957841484,1,1,2025,9,Celengan,SPX Hemat,COD (Bayar di Tempat),KAB. KARO,SUMATERA UTARA,3,Medium Demand,1
500,0,1,0,3500,19548,3500,0.0,0.17904644976468181,0,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KAB. SUKABUMI,JAWA BARAT,1,Low Demand,0
100,0,1,9900,0,20035,9900,0.0,0.49413526328924384,0,0,2025,9,Aksesoris Pintu,SPX Hemat,Saldo ShopeePay,KOTA PALEMBANG,SUMATERA SELATAN,1,Low Demand,0
2000,0,1,0,8000,21262,8000,0.0,0.37625811306556295,0,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,Online Payment,KAB. SRAGEN,JAWA TENGAH,2,Medium Demand,1
1200,0,1,1500,30000,42500,31500,0.0,0.7411764705882353,1,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. WAJO,SULAWESI SELATAN,6,High Demand,2
810,0,2,0,3500,35645,3500,0.0,0.09819048954972646,0,1,2025,9,"Aksesoris Pintu, Perlengkapan Packing",Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. GARUT,JAWA BARAT,5,High Demand,2
300,0,1,0,5000,20000,5000,0.0,0.25,1,1,2025,9,Botol / Gelas / Mug,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. JOMBANG,JAWA TIMUR,3,Medium Demand,1
1000,0,1,3500,0,67678,3500,0.0,0.05171547622565679,0,0,2025,9,Lunch Box / Rantang,Hemat Kargo-SPX Hemat,Kartu Kredit/Debit,KOTA JAKARTA BARAT,DKI JAKARTA,2,Medium Demand,1
2000,0,1,0,6500,22500,6500,0.0,0.28888888888888886,0,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,Online Payment,KOTA TANGERANG SELATAN,BANTEN,2,Medium Demand,1
160,0,1,0,3500,16000,3500,0.0,0.21875,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LEBAK,BANTEN,2,Medium Demand,1
1600,0,1,0,32500,62000,32500,0.0,0.5241935483870968,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MOROWALI,SULAWESI TENGAH,4,High Demand,2
300,0,1,17900,0,33992,17900,0.0,0.5265944928218405,1,0,2025,9,Mangkok Sambal / Saus,SPX Hemat,COD (Bayar di Tempat),KAB. BENGKULU SELATAN,BENGKULU,1,Low Demand,0
200,0,1,0,5000,16784,5000,0.0,0.2979027645376549,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANTUL,DI YOGYAKARTA,1,Low Demand,0
200,0,1,0,14700,17500,14700,0.0,0.84,1,1,2025,9,Mangkok Sambal / Saus,SPX Hemat,COD (Bayar di Tempat),KAB. LAMPUNG TENGAH,LAMPUNG,1,Low Demand,0
400,0,1,0,35400,32000,35400,0.0,1.10625,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANGKA TENGAH,BANGKA BELITUNG,2,Medium Demand,1
440,0,1,9500,20000,34500,29500,0.0,0.855072463768116,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,SPayLater,KAB. KUBU RAYA,KALIMANTAN BARAT,4,High Demand,2
5000,0,1,0,22000,50325,22000,0.0,0.4371584699453552,0,1,2025,9,Nampan / Tray,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. GUNUNG KIDUL,DI YOGYAKARTA,5,High Demand,2
500,0,1,0,5000,18900,5000,0.0,0.26455026455026454,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KEBUMEN,JAWA TENGAH,1,Low Demand,0
750,0,1,0,14700,41000,14700,0.0,0.35853658536585364,1,1,2025,9,Lunch Box / Rantang,SPX Standard,COD (Bayar di Tempat),KAB. LAMPUNG SELATAN,LAMPUNG,3,Medium Demand,1
500,0,1,0,3500,18900,3500,0.0,0.18518518518518517,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
400,0,1,0,5000,32000,5000,0.0,0.15625,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BREBES,JAWA TENGAH,2,Medium Demand,1
500,0,1,0,3500,18900,3500,0.0,0.18518518518518517,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,1,Low Demand,0
240,0,1,0,3500,7180,3500,0.0,0.48746518105849584,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA TANGERANG,BANTEN,2,Medium Demand,1
4200,0,1,0,8500,101750,8500,0.0,0.08353808353808354,0,1,2025,9,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,SPayLater,KOTA JAKARTA SELATAN,DKI JAKARTA,7,High Demand,2
2000,0,1,0,32000,31500,32000,0.0,1.0158730158730158,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. ACEH UTARA,NANGGROE ACEH DARUSSALAM (NAD),2,Medium Demand,1
100,0,1,0,3500,12500,3500,0.0,0.28,1,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
200,0,1,0,14700,17000,14700,0.0,0.8647058823529412,1,1,2025,9,Mangkok Sambal / Saus,SPX Hemat,COD (Bayar di Tempat),KAB. LAMPUNG BARAT,LAMPUNG,1,Low Demand,0
500,0,1,0,5000,13800,5000,0.0,0.36231884057971014,0,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. PEMALANG,JAWA TENGAH,1,Low Demand,0
500,0,1,0,3500,22900,3500,0.0,0.15283842794759825,0,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. TANGERANG,BANTEN,1,Low Demand,0
5000,0,1,5000,10000,105040,15000,0.0,0.1428027418126428,1,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MALANG,JAWA TIMUR,1,Low Demand,0
6000,0,1,0,16500,124995,16500,0.0,0.13200528021120844,0,1,2025,9,Nampan / Tray,Same Day-SPX Sameday,Online Payment,KOTA TANGERANG,BANTEN,1,Low Demand,0
100,0,1,0,6500,16000,6500,0.0,0.40625,0,1,2025,9,Seal / Baut / Roof,Reguler (Cashless)-SPX Standard,SPayLater,KOTA JAKARTA UTARA,DKI JAKARTA,1,Low Demand,0
4000,0,1,0,22000,369400,22000,0.0,0.05955603681645912,0,1,2025,9,Seal / Baut / Roof,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. SIDOARJO,JAWA TIMUR,1,Low Demand,0
80,0,1,0,3500,8400,3500,0.0,0.4166666666666667,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA UTARA,DKI JAKARTA,1,Low Demand,0
2000,0,1,0,17000,34800,17000,0.0,0.4885057471264368,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LANGKAT,SUMATERA UTARA,2,Medium Demand,1
200,0,1,0,14700,17000,14700,0.0,0.8647058823529412,1,1,2025,9,Mangkok Sambal / Saus,SPX Standard,COD (Bayar di Tempat),KAB. LAMPUNG TIMUR,LAMPUNG,1,Low Demand,0
100,0,1,0,3500,12500,3500,0.0,0.28,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,Online Payment,KAB. TANGERANG,BANTEN,1,Low Demand,0
80,0,1,0,3500,8500,3500,0.0,0.4117647058823529,0,1,2025,9,Aksesoris Pintu,Hemat Kargo-SPX Hemat,SPayLater,KOTA JAKARTA BARAT,DKI JAKARTA,1,Low Demand,0
500,0,1,0,5000,18900,5000,0.0,0.26455026455026454,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. PURBALINGGA,JAWA TENGAH,1,Low Demand,0
500,0,1,0,5000,19000,5000,0.0,0.2631578947368421,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KEDIRI,JAWA TIMUR,1,Low Demand,0
1000,0,1,0,17500,79145,17500,0.0,0.22111314675595425,0,1,2025,9,Mangkok Sambal / Saus,Same Day-SPX Sameday,Saldo ShopeePay,KOTA JAKARTA BARAT,DKI JAKARTA,5,High Demand,2
5000,0,1,0,21999,99040,21999,0.0,0.22212237479806138,0,1,2025,9,Nampan / Tray,Reguler (Cashless)-JNE Reguler,SeaBank Bayar Instan,KAB. BANDUNG,JAWA BARAT,1,Low Demand,0
140,0,1,0,3500,17000,3500,0.0,0.20588235294117646,1,1,2025,9,Piring,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LEBAK,BANTEN,1,Low Demand,0
800,0,2,0,3500,24000,3500,0.0,0.14583333333333334,1,1,2025,9,"Aksesoris Pintu, Peralatan Makan",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BEKASI,JAWA BARAT,2,Medium Demand,1
400,0,1,0,5000,33000,5000,0.0,0.15151515151515152,1,1,2025,9,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MALANG,JAWA TIMUR,2,Medium Demand,1
500,0,1,0,8000,15600,8000,0.0,0.5128205128205128,0,1,2025,9,Celengan,Reguler (Cashless)-JNE Reguler,SPayLater,KOTA TEGAL,JAWA TENGAH,1,Low Demand,0
500,0,1,0,15000,18900,15000,0.0,0.7936507936507936,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANAH DATAR,SUMATERA BARAT,1,Low Demand,0
2000,0,1,0,8000,22000,8000,0.0,0.36363636363636365,1,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KUDUS,JAWA TENGAH,2,Medium Demand,1
500,0,1,24000,15000,43000,39000,0.0,0.9069767441860465,1,1,2025,9,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA MAKASSAR,SULAWESI SELATAN,1,Low Demand,0
500,0,1,0,3500,18900,3500,0.0,0.18518518518518517,1,1,2025,9,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDUNG,JAWA BARAT,1,Low Demand,0
48000,0,1,10000,100000,992400,110000,0.0,0.11084240225715437,1,1,2025,9,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARANGANYAR,JAWA TENGAH,8,High Demand,2
